Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Retail Sales People,Product ID,Category,Sub-Category,Product Name,Returned,Sales,Quantity,Discount,Profit,Shipping_Days,Revenue,Profit_Margin,Cost,Has_Discount,Order_Year,Order_Month,Order_Quarter,Order_DayOfWeek,Order_YearMonth,Order_Size,Profit_Category
4197,US-2015-134271,2015-04-18,2015-04-23,Second Class,RF-19735,Roland Fjeld,Consumer,United States,New York City,New York,10024,East,Chuck Magee,OFF-LA-10004093,Office Supplies,Labels,Avery 486,Not,21.93,3,0.0,10.3071,5,21.93,47.0,11.6229,0,2015,4,2,Saturday,2015-04,Medium,Profitable
4198,US-2016-161683,2016-03-12,2016-08-12,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Chuck Magee,OFF-AP-10000179,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room,Not,394.816,4,0.2,93.7688,153,394.816,23.75,301.0472,1,2016,3,1,Saturday,2016-03,Medium,Profitable
4199,US-2016-161683,2016-03-12,2016-08-12,Standard Class,CJ-12010,Caroline Jumper,Consumer,United States,Philadelphia,Pennsylvania,19134,East,Chuck Magee,OFF-BI-10001072,Office Supplies,Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",Not,18.192,4,0.7,-14.5536,153,18.192,-80.0,32.745599999999996,1,2016,3,1,Saturday,2016-03,Medium,Loss
4200,CA-2015-143105,2015-10-12,2015-10-12,Same Day,MA-17560,Matt Abelman,Home Office,United States,New York City,New York,10024,East,Chuck Magee,OFF-LA-10004093,Office Supplies,Labels,Avery 486,Not,7.31,1,0.0,3.4357,0,7.31,47.0,3.8742999999999994,0,2015,10,4,Monday,2015-10,Small,Profitable
4201,CA-2015-143105,2015-10-12,2015-10-12,Same Day,MA-17560,Matt Abelman,Home Office,United States,New York City,New York,10024,East,Chuck Magee,TEC-CO-10002095,Technology,Copiers,Hewlett Packard 610 Color Digital Copier / Printer,Not,799.984,2,0.2,249.995,0,799.984,31.25,549.989,1,2015,10,4,Monday,2015-10,Small,Profitable
4202,CA-2015-143105,2015-10-12,2015-10-12,Same Day,MA-17560,Matt Abelman,Home Office,United States,New York City,New York,10024,East,Chuck Magee,OFF-PA-10002713,Office Supplies,Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16” x 11”",Not,41.28,6,0.0,18.9888,0,41.28,46.0,22.2912,0,2015,10,4,Monday,2015-10,Large,Profitable
4203,CA-2015-143105,2015-10-12,2015-10-12,Same Day,MA-17560,Matt Abelman,Home Office,United States,New York City,New York,10024,East,Chuck Magee,OFF-PA-10002254,Office Supplies,Paper,Xerox 1883,Not,184.66,7,0.0,84.9436,0,184.66,46.0,99.7164,0,2015,10,4,Monday,2015-10,Large,Profitable
4204,CA-2014-145387,2014-10-31,2014-10-31,Second Class,AM-10705,Anne McFarland,Consumer,United States,Cranston,Rhode Island,2920,East,Chuck Magee,OFF-AR-10001683,Office Supplies,Art,Lumber Crayons,Not,49.25,5,0.0,18.715,0,49.25,38.0,30.535,0,2014,10,4,Friday,2014-10,Medium,Profitable
4205,CA-2014-145387,2014-10-31,2014-10-31,Second Class,AM-10705,Anne McFarland,Consumer,United States,Cranston,Rhode Island,2920,East,Chuck Magee,OFF-PA-10002195,Office Supplies,Paper,"RSVP Cards & Envelopes, Blank White, 8-1/2"" X 11"", 24 Cards/25 Envelopes/Set",Not,10.16,2,0.0,4.7752,0,10.16,47.0,5.3848,0,2014,10,4,Friday,2014-10,Small,Profitable
4206,CA-2014-145387,2014-10-31,2014-10-31,Second Class,AM-10705,Anne McFarland,Consumer,United States,Cranston,Rhode Island,2920,East,Chuck Magee,FUR-FU-10002364,Furniture,Furnishings,"Eldon Expressions Wood Desk Accessories, Oak",Not,14.76,2,0.0,4.2804,0,14.76,29.000000000000004,10.4796,0,2014,10,4,Friday,2014-10,Small,Profitable
4207,CA-2014-145387,2014-10-31,2014-10-31,Second Class,AM-10705,Anne McFarland,Consumer,United States,Cranston,Rhode Island,2920,East,Chuck Magee,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,Not,34.08,2,0.0,15.6768,0,34.08,46.0,18.4032,0,2014,10,4,Friday,2014-10,Small,Profitable
4208,CA-2014-145387,2014-10-31,2014-10-31,Second Class,AM-10705,Anne McFarland,Consumer,United States,Cranston,Rhode Island,2920,East,Chuck Magee,FUR-FU-10000023,Furniture,Furnishings,Eldon Wave Desk Accessories,Not,17.67,3,0.0,7.7748,0,17.67,43.99999999999999,9.895200000000003,0,2014,10,4,Friday,2014-10,Medium,Profitable
4209,CA-2014-145387,2014-10-31,2014-10-31,Second Class,AM-10705,Anne McFarland,Consumer,United States,Cranston,Rhode Island,2920,East,Chuck Magee,FUR-CH-10002320,Furniture,Chairs,Hon Pagoda Stacking Chairs,Not,1604.9,5,0.0,481.47,0,1604.9,30.0,1123.43,0,2014,10,4,Friday,2014-10,Medium,Profitable
4210,CA-2014-145387,2014-10-31,2014-10-31,Second Class,AM-10705,Anne McFarland,Consumer,United States,Cranston,Rhode Island,2920,East,Chuck Magee,FUR-TA-10003238,Furniture,Tables,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Not,385.686,1,0.3,-60.6078,0,385.686,-15.714285714285714,446.2938,1,2014,10,4,Friday,2014-10,Small,Loss
4211,CA-2017-109715,2017-09-12,2017-12-14,Standard Class,AH-10585,Angele Hood,Consumer,United States,Chicago,Illinois,60623,Central,Kelly Williams,OFF-PA-10004965,Office Supplies,Paper,Xerox 1921,Not,15.984,2,0.2,4.995,93,15.984,31.25,10.989,1,2017,9,3,Tuesday,2017-09,Small,Profitable
4212,CA-2014-166457,2014-05-05,2014-09-05,Second Class,PF-19120,Peter Fuller,Consumer,United States,Richmond,Kentucky,40475,South,Cassandra Brandow,OFF-PA-10003016,Office Supplies,Paper,"Adams ""While You Were Out"" Message Pads",Not,9.42,3,0.0,4.239,123,9.42,45.0,5.181,0,2014,5,2,Monday,2014-05,Medium,Profitable
4213,CA-2014-166457,2014-05-05,2014-09-05,Second Class,PF-19120,Peter Fuller,Consumer,United States,Richmond,Kentucky,40475,South,Cassandra Brandow,OFF-AR-10003651,Office Supplies,Art,Newell 350,Not,6.56,2,0.0,1.9024,123,6.56,29.000000000000004,4.6575999999999995,0,2014,5,2,Monday,2014-05,Small,Profitable
4214,CA-2014-166457,2014-05-05,2014-09-05,Second Class,PF-19120,Peter Fuller,Consumer,United States,Richmond,Kentucky,40475,South,Cassandra Brandow,OFF-PA-10001363,Office Supplies,Paper,Xerox 1933,Not,24.56,2,0.0,11.5432,123,24.56,47.0,13.016799999999998,0,2014,5,2,Monday,2014-05,Small,Profitable
4215,CA-2016-164637,2016-04-03,2016-08-03,Standard Class,RD-19480,Rick Duston,Consumer,United States,Mishawaka,Indiana,46544,Central,Kelly Williams,OFF-BI-10003876,Office Supplies,Binders,"Green Canvas Binder for 8-1/2"" x 14"" Sheets",Not,128.4,3,0.0,64.2,122,128.4,50.0,64.2,0,2016,4,2,Sunday,2016-04,Medium,Profitable
4216,CA-2014-103590,2014-11-30,2014-11-30,Standard Class,JL-15505,Jeremy Lonsdale,Consumer,United States,Mount Vernon,New York,10550,East,Chuck Magee,OFF-EN-10004007,Office Supplies,Envelopes,Park Ridge Embossed Executive Business Envelopes,Not,62.28,4,0.0,29.2716,0,62.28,47.0,33.0084,0,2014,11,4,Sunday,2014-11,Medium,Profitable
4217,CA-2015-111234,2015-02-18,2015-02-22,Standard Class,AB-10600,Ann Blume,Corporate,United States,Los Angeles,California,90004,West,Anna Andreadi,OFF-LA-10002271,Office Supplies,Labels,Smead Alpha-Z Color-Coded Second Alphabetical Labels and Starter Set,Not,9.24,3,0.0,4.4352,4,9.24,48.0,4.8048,0,2015,2,1,Wednesday,2015-02,Medium,Profitable
4218,CA-2017-149881,2017-01-04,2017-03-04,First Class,NC-18535,Nick Crebassa,Corporate,United States,San Francisco,California,94110,West,Anna Andreadi,FUR-BO-10003894,Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",Not,482.664,8,0.15,85.176,59,482.664,17.647058823529413,397.488,1,2017,1,1,Wednesday,2017-01,Large,Profitable
4219,CA-2017-149881,2017-01-04,2017-03-04,First Class,NC-18535,Nick Crebassa,Corporate,United States,San Francisco,California,94110,West,Anna Andreadi,TEC-MA-10000418,Technology,Machines,Cubify CubeX 3D Printer Double Head Print,Not,4799.984,2,0.2,359.9988,59,4799.984,7.5,4439.9852,1,2017,1,1,Wednesday,2017-01,Small,Profitable
4220,CA-2017-134565,2017-11-06,2017-11-06,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98103,West,Anna Andreadi,OFF-PA-10004243,Office Supplies,Paper,Xerox 1939,Not,37.94,2,0.0,18.2112,0,37.94,48.00000000000001,19.728799999999996,0,2017,11,4,Monday,2017-11,Small,Profitable
4221,CA-2017-134565,2017-11-06,2017-11-06,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98103,West,Anna Andreadi,OFF-BI-10001759,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Dark Blue",Not,18.288,6,0.2,6.6294,0,18.288,36.25000000000001,11.6586,1,2017,11,4,Monday,2017-11,Large,Profitable
4222,CA-2017-134565,2017-11-06,2017-11-06,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98103,West,Anna Andreadi,TEC-MA-10001570,Technology,Machines,Cisco Desktop Collaboration Experience DX650 IP Video Phone,Not,385.8,5,0.2,130.2075,0,385.8,33.75,255.5925,1,2017,11,4,Monday,2017-11,Medium,Profitable
4223,CA-2017-134565,2017-11-06,2017-11-06,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98103,West,Anna Andreadi,OFF-ST-10004804,Office Supplies,Storage,"Belkin 19"" Vented Equipment Shelf, Black",Not,102.96,2,0.0,1.0296,0,102.96,1.0000000000000002,101.93039999999999,0,2017,11,4,Monday,2017-11,Small,Profitable
4224,CA-2017-134565,2017-11-06,2017-11-06,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98103,West,Anna Andreadi,FUR-BO-10001519,Furniture,Bookcases,O'Sullivan 3-Shelf Heavy-Duty Bookcases,Not,174.42,3,0.0,41.8608,0,174.42,24.0,132.55919999999998,0,2017,11,4,Monday,2017-11,Medium,Profitable
4225,CA-2016-108644,2016-09-30,2016-09-30,First Class,SJ-20215,Sarah Jordon,Consumer,United States,Quincy,Illinois,62301,Central,Kelly Williams,OFF-BI-10000343,Office Supplies,Binders,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Not,1.964,2,0.8,-3.2406,0,1.964,-165.0,5.2046,1,2016,9,3,Friday,2016-09,Small,Loss
4226,US-2014-102631,2014-12-13,2014-12-17,Standard Class,EB-13840,Ellis Ballard,Corporate,United States,Chicago,Illinois,60623,Central,Kelly Williams,FUR-FU-10003930,Furniture,Furnishings,Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock,Not,94.428,3,0.6,-42.4926,4,94.428,-45.00000000000001,136.9206,1,2014,12,4,Saturday,2014-12,Medium,Loss
4227,CA-2017-120327,2017-11-11,2017-11-16,Standard Class,WB-21850,William Brown,Consumer,United States,Urbandale,Iowa,50322,Central,Kelly Williams,OFF-FA-10004854,Office Supplies,Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",Not,45.92,4,0.0,21.5824,5,45.92,47.0,24.337600000000002,0,2017,11,4,Saturday,2017-11,Medium,Profitable
4228,CA-2015-154970,2015-05-01,2015-10-01,Standard Class,SR-20740,Steven Roelle,Home Office,United States,Seattle,Washington,98103,West,Anna Andreadi,FUR-CH-10003396,Furniture,Chairs,Global Deluxe Steno Chair,Yes,61.584,1,0.2,-6.9282,153,61.584,-11.25,68.5122,1,2015,5,2,Friday,2015-05,Small,Loss
4229,CA-2016-113803,2016-03-24,2016-03-26,First Class,VG-21805,Vivek Grady,Corporate,United States,Richmond,Indiana,47374,Central,Kelly Williams,OFF-PA-10001994,Office Supplies,Paper,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",Not,22.48,1,0.0,10.3408,2,22.48,46.0,12.1392,0,2016,3,1,Thursday,2016-03,Small,Profitable
4230,CA-2017-100223,2017-05-07,2017-10-07,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Dallas,Texas,75220,Central,Kelly Williams,FUR-FU-10003601,Furniture,Furnishings,"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting",Not,332.028,9,0.6,-348.6294,153,332.028,-104.99999999999999,680.6574,1,2017,5,2,Sunday,2017-05,Large,Loss
4231,CA-2017-100223,2017-05-07,2017-10-07,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Dallas,Texas,75220,Central,Kelly Williams,OFF-BI-10003429,Office Supplies,Binders,"Cardinal HOLDit! Binder Insert Strips,Extra Strips",Not,11.394,9,0.8,-17.6607,153,11.394,-154.99999999999997,29.054699999999997,1,2017,5,2,Sunday,2017-05,Large,Loss
4232,CA-2017-100223,2017-05-07,2017-10-07,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Dallas,Texas,75220,Central,Kelly Williams,OFF-PA-10000232,Office Supplies,Paper,Xerox 1975,Not,15.552,3,0.2,5.6376,153,15.552,36.25,9.9144,1,2017,5,2,Sunday,2017-05,Medium,Profitable
4233,CA-2017-100223,2017-05-07,2017-10-07,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Dallas,Texas,75220,Central,Kelly Williams,OFF-PA-10002195,Office Supplies,Paper,Xerox 1966,Not,31.104,6,0.2,11.2752,153,31.104,36.25,19.8288,1,2017,5,2,Sunday,2017-05,Large,Profitable
4234,CA-2017-100223,2017-05-07,2017-10-07,Standard Class,LS-16945,Linda Southworth,Corporate,United States,Dallas,Texas,75220,Central,Kelly Williams,OFF-BI-10004492,Office Supplies,Binders,Tuf-Vin Binders,Not,6.316,1,0.8,-10.4214,153,6.316,-165.0,16.7374,1,2017,5,2,Sunday,2017-05,Small,Loss
4235,CA-2014-168823,2014-09-21,2014-09-24,First Class,MA-17560,Matt Abelman,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Chuck Magee,OFF-PA-10004000,Office Supplies,Paper,"While You Were Out Pads, 50 per Pad, 4 x 5 1/4, Green Cycle",Not,11.352,3,0.2,4.1151,3,11.352,36.25,7.2369,1,2014,9,3,Sunday,2014-09,Medium,Profitable
4236,CA-2014-168823,2014-09-21,2014-09-24,First Class,MA-17560,Matt Abelman,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Chuck Magee,OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,Not,20.808,9,0.2,7.0227,3,20.808,33.75,13.7853,1,2014,9,3,Sunday,2014-09,Large,Profitable
4237,CA-2016-162404,2016-07-23,2016-07-27,Standard Class,NF-18475,Neil Französisch,Home Office,United States,Rockford,Illinois,61107,Central,Kelly Williams,OFF-BI-10000948,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",Not,11.416,4,0.8,-18.8364,4,11.416,-165.0,30.2524,1,2016,7,3,Saturday,2016-07,Medium,Loss
4238,CA-2017-104024,2017-08-29,2017-08-29,Second Class,MD-17860,Michael Dominguez,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Chuck Magee,OFF-AR-10001972,Office Supplies,Art,Newell 323,Not,9.408,7,0.2,0.7056,0,9.408,7.500000000000001,8.702399999999999,1,2017,8,3,Tuesday,2017-08,Large,Profitable
4239,CA-2017-147144,2017-03-26,2017-03-28,First Class,MZ-17335,Maria Zettner,Home Office,United States,Seattle,Washington,98105,West,Anna Andreadi,OFF-AR-10004587,Office Supplies,Art,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",Not,19.83,1,0.0,5.949,2,19.83,30.000000000000004,13.880999999999998,0,2017,3,1,Sunday,2017-03,Small,Profitable
4240,CA-2017-158673,2017-12-29,2018-04-01,Standard Class,KB-16600,Ken Brennan,Corporate,United States,Grand Rapids,Michigan,49505,Central,Kelly Williams,OFF-PA-10000994,Office Supplies,Paper,Xerox 1915,Not,209.7,2,0.0,100.656,93,209.7,48.00000000000001,109.04399999999998,0,2017,12,4,Friday,2017-12,Small,Profitable
4241,CA-2014-133704,2014-09-20,2014-09-26,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Los Angeles,California,90004,West,Anna Andreadi,OFF-AP-10001366,Office Supplies,Appliances,Staple holder,Not,43.92,4,0.0,11.8584,6,43.92,26.999999999999996,32.0616,0,2014,9,3,Saturday,2014-09,Medium,Profitable
4242,CA-2014-133704,2014-09-20,2014-09-26,Standard Class,MA-17995,Michelle Arnett,Home Office,United States,Los Angeles,California,90004,West,Anna Andreadi,OFF-BI-10001636,Office Supplies,Binders,Ibico Plastic and Wire Spiral Binding Combs,Not,20.232,3,0.2,6.5754,6,20.232,32.5,13.6566,1,2014,9,3,Saturday,2014-09,Medium,Profitable
4243,CA-2016-159142,2016-04-04,2016-05-04,First Class,ME-17320,Maria Etezadi,Home Office,United States,Springfield,Virginia,22153,South,Cassandra Brandow,TEC-PH-10001448,Technology,Phones,Anker Astro 15000mAh USB Portable Charger,Not,149.97,3,0.0,5.9988,30,149.97,4.0,143.9712,0,2016,4,2,Monday,2016-04,Medium,Profitable
4244,CA-2016-159142,2016-04-04,2016-05-04,First Class,ME-17320,Maria Etezadi,Home Office,United States,Springfield,Virginia,22153,South,Cassandra Brandow,OFF-PA-10001776,Office Supplies,Paper,"Wirebound Message Books, Four 2 3/4"" x 5"" Forms per Page, 600 Sets per Book",Not,27.81,3,0.0,13.0707,30,27.81,47.0,14.739299999999998,0,2016,4,2,Monday,2016-04,Medium,Profitable
4245,CA-2014-138436,2014-03-26,2014-03-30,Standard Class,JD-15895,Jonathan Doherty,Corporate,United States,Los Angeles,California,90036,West,Anna Andreadi,TEC-AC-10002323,Technology,Accessories,SanDisk Ultra 32 GB MicroSDHC Class 10 Memory Card,Not,66.3,3,0.0,8.619,4,66.3,13.0,57.681,0,2014,3,1,Wednesday,2014-03,Medium,Profitable
4246,CA-2017-117702,2017-11-28,2017-11-28,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Baltimore,Maryland,21215,East,Chuck Magee,OFF-AR-10004582,Office Supplies,Art,BIC Brite Liner Grip Highlighters,Not,1.64,1,0.0,0.738,0,1.64,45.0,0.9019999999999999,0,2017,11,4,Tuesday,2017-11,Small,Profitable
4247,CA-2017-117702,2017-11-28,2017-11-28,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Baltimore,Maryland,21215,East,Chuck Magee,FUR-FU-10000576,Furniture,Furnishings,Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base,Not,1049.2,5,0.0,272.792,0,1049.2,25.999999999999996,776.4080000000001,0,2017,11,4,Tuesday,2017-11,Medium,Profitable
4248,CA-2017-117702,2017-11-28,2017-11-28,Standard Class,LS-16975,Lindsay Shagiari,Home Office,United States,Baltimore,Maryland,21215,East,Chuck Magee,FUR-FU-10004270,Furniture,Furnishings,"Eldon Image Series Desk Accessories, Burgundy",Not,20.9,5,0.0,7.524,0,20.9,36.00000000000001,13.375999999999998,0,2017,11,4,Tuesday,2017-11,Medium,Profitable
4249,CA-2016-157336,2016-01-12,2016-05-12,Second Class,SJ-20500,Shirley Jackson,Consumer,United States,Fairfield,Connecticut,6824,East,Chuck Magee,OFF-BI-10004236,Office Supplies,Binders,"XtraLife ClearVue Slant-D Ring Binder, White, 3""",Not,88.08,6,0.0,40.5168,121,88.08,46.00000000000001,47.563199999999995,0,2016,1,1,Tuesday,2016-01,Large,Profitable
4250,CA-2016-157336,2016-01-12,2016-05-12,Second Class,SJ-20500,Shirley Jackson,Consumer,United States,Fairfield,Connecticut,6824,East,Chuck Magee,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,Not,751.92,4,0.0,150.384,121,751.92,20.0,601.536,0,2016,1,1,Tuesday,2016-01,Medium,Profitable
4251,CA-2014-168130,2014-09-19,2014-09-19,Same Day,BS-11365,Bill Shonely,Corporate,United States,New York City,New York,10011,East,Chuck Magee,FUR-CH-10000988,Furniture,Chairs,Hon Olson Stacker Stools,Not,887.103,7,0.1,177.4206,0,887.103,20.0,709.6823999999999,1,2014,9,3,Friday,2014-09,Large,Profitable
4252,CA-2015-155068,2015-10-23,2015-10-23,Same Day,RA-19285,Ralph Arnett,Consumer,United States,Lakeland,Florida,33801,South,Cassandra Brandow,TEC-PH-10004897,Technology,Phones,Mediabridge Sport Armband iPhone 5s,Not,55.944,7,0.2,-13.2867,0,55.944,-23.75,69.2307,1,2015,10,4,Friday,2015-10,Large,Loss
4253,CA-2015-155068,2015-10-23,2015-10-23,Same Day,RA-19285,Ralph Arnett,Consumer,United States,Lakeland,Florida,33801,South,Cassandra Brandow,OFF-AR-10002656,Office Supplies,Art,Sanford Liquid Accent Highlighters,Not,10.688,2,0.2,2.2712,0,10.688,21.249999999999996,8.4168,1,2015,10,4,Friday,2015-10,Small,Profitable
4254,CA-2015-155068,2015-10-23,2015-10-23,Same Day,RA-19285,Ralph Arnett,Consumer,United States,Lakeland,Florida,33801,South,Cassandra Brandow,TEC-PH-10004924,Technology,Phones,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",Not,11.824,2,0.2,1.0346,0,11.824,8.75,10.7894,1,2015,10,4,Friday,2015-10,Small,Profitable
4255,CA-2017-163160,2017-10-13,2017-10-16,First Class,TS-21610,Troy Staebel,Consumer,United States,Freeport,Illinois,61032,Central,Kelly Williams,OFF-PA-10003127,Office Supplies,Paper,Easy-staple paper,Not,63.312,3,0.2,20.5764,3,63.312,32.5,42.7356,1,2017,10,4,Friday,2017-10,Medium,Profitable
4256,CA-2017-163160,2017-10-13,2017-10-16,First Class,TS-21610,Troy Staebel,Consumer,United States,Freeport,Illinois,61032,Central,Kelly Williams,OFF-BI-10000778,Office Supplies,Binders,GBC VeloBinder Electric Binding Machine,Not,96.784,4,0.8,-145.176,3,96.784,-149.99999999999997,241.95999999999998,1,2017,10,4,Friday,2017-10,Medium,Loss
4257,CA-2017-163160,2017-10-13,2017-10-16,First Class,TS-21610,Troy Staebel,Consumer,United States,Freeport,Illinois,61032,Central,Kelly Williams,FUR-FU-10001424,Furniture,Furnishings,Dax Clear Box Frame,Not,10.476,3,0.6,-6.8094,3,10.476,-64.99999999999999,17.285400000000003,1,2017,10,4,Friday,2017-10,Medium,Loss
4258,CA-2015-101924,2015-04-09,2015-09-09,Standard Class,KB-16585,Ken Black,Corporate,United States,Medford,Oregon,97504,West,Anna Andreadi,OFF-BI-10000962,Office Supplies,Binders,"Acco Flexible ACCOHIDE Square Ring Data Binder, Dark Blue, 11 1/2"" X 14"" 7/8""",Not,9.762,2,0.7,-6.8334,153,9.762,-70.0,16.5954,1,2015,4,2,Thursday,2015-04,Small,Loss
4259,CA-2016-124793,2016-03-14,2016-03-16,First Class,MM-18280,Muhammed MacIntyre,Corporate,United States,Seattle,Washington,98103,West,Anna Andreadi,FUR-CH-10002880,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",Not,196.784,2,0.2,-22.1382,2,196.784,-11.250000000000002,218.9222,1,2016,3,1,Monday,2016-03,Small,Loss
4260,CA-2017-118367,2017-10-28,2017-10-28,Second Class,LO-17170,Lori Olson,Corporate,United States,New York City,New York,10035,East,Chuck Magee,OFF-EN-10004386,Office Supplies,Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",Not,47.98,2,0.0,23.99,0,47.98,50.0,23.99,0,2017,10,4,Saturday,2017-10,Small,Profitable
4261,CA-2017-164819,2017-10-15,2017-10-19,Second Class,RS-19420,Ricardo Sperren,Corporate,United States,Fairfield,Connecticut,6824,East,Chuck Magee,OFF-LA-10001045,Office Supplies,Labels,Permanent Self-Adhesive File Folder Labels for Typewriters by Universal,Not,13.05,5,0.0,6.003,4,13.05,46.0,7.047000000000001,0,2017,10,4,Sunday,2017-10,Medium,Profitable
4262,CA-2017-158344,2017-07-08,2017-11-08,Standard Class,CC-12475,Cindy Chapman,Consumer,United States,Moorhead,Minnesota,56560,Central,Kelly Williams,TEC-AC-10002006,Technology,Accessories,Memorex Micro Travel Drive 16 GB,Not,63.96,4,0.0,19.8276,123,63.96,31.0,44.132400000000004,0,2017,7,3,Saturday,2017-07,Medium,Profitable
4263,CA-2017-123351,2017-09-21,2017-09-25,Standard Class,KT-16480,Kean Thornton,Consumer,United States,Columbus,Georgia,31907,South,Cassandra Brandow,OFF-AP-10001242,Office Supplies,Appliances,APC 7 Outlet Network SurgeArrest Surge Protector,Not,80.48,1,0.0,24.144,4,80.48,30.0,56.336000000000006,0,2017,9,3,Thursday,2017-09,Small,Profitable
4264,CA-2017-110429,2017-03-11,2017-08-11,Standard Class,DM-13015,Darrin Martin,Consumer,United States,Philadelphia,Pennsylvania,19143,East,Chuck Magee,OFF-BI-10000216,Office Supplies,Binders,"Mead 1st Gear 2"" Zipper Binder, Asst. Colors",Not,11.673,3,0.7,-7.782,153,11.673,-66.66666666666666,19.455,1,2017,3,1,Saturday,2017-03,Medium,Loss
4265,US-2016-131611,2016-05-11,2016-09-11,Standard Class,EP-13915,Emily Phan,Consumer,United States,Houston,Texas,77036,Central,Kelly Williams,FUR-TA-10002774,Furniture,Tables,Laminate Occasional Tables,Not,863.128,8,0.3,-160.2952,123,863.128,-18.57142857142857,1023.4232000000001,1,2016,5,2,Wednesday,2016-05,Large,Loss
4266,US-2016-131611,2016-05-11,2016-09-11,Standard Class,EP-13915,Emily Phan,Consumer,United States,Houston,Texas,77036,Central,Kelly Williams,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,Not,3.564,3,0.8,-6.237,123,3.564,-175.0,9.801,1,2016,5,2,Wednesday,2016-05,Medium,Loss
4267,US-2016-131611,2016-05-11,2016-09-11,Standard Class,EP-13915,Emily Phan,Consumer,United States,Houston,Texas,77036,Central,Kelly Williams,FUR-BO-10000780,Furniture,Bookcases,O'Sullivan Plantations 2-Door Library in Landvery Oak,Not,956.6648,7,0.32,-225.0976,123,956.6648,-23.52941176470588,1181.7624,1,2016,5,2,Wednesday,2016-05,Large,Loss
4268,US-2016-131611,2016-05-11,2016-09-11,Standard Class,EP-13915,Emily Phan,Consumer,United States,Houston,Texas,77036,Central,Kelly Williams,OFF-BI-10001989,Office Supplies,Binders,Premium Transparent Presentation Covers by GBC,Not,12.588,3,0.8,-20.1408,123,12.588,-160.0,32.7288,1,2016,5,2,Wednesday,2016-05,Medium,Loss
4269,US-2016-131611,2016-05-11,2016-09-11,Standard Class,EP-13915,Emily Phan,Consumer,United States,Houston,Texas,77036,Central,Kelly Williams,TEC-AC-10004001,Technology,Accessories,Logitech Wireless Headset H600 Over-The-Head Design,Not,171.96,5,0.2,45.1395,123,171.96,26.249999999999996,126.82050000000001,1,2016,5,2,Wednesday,2016-05,Medium,Profitable
4270,US-2017-124821,2017-06-25,2017-06-29,Second Class,AM-10705,Anne McFarland,Consumer,United States,Seattle,Washington,98115,West,Anna Andreadi,FUR-TA-10000688,Furniture,Tables,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Not,871.4,4,0.0,148.138,4,871.4,17.0,723.262,0,2017,6,2,Sunday,2017-06,Medium,Profitable
